,data,precalculated,result
732,2676.0,2687.0,2686.758415416343
733,2681.0,2694.0,2693.9802856632955
734,2687.0,2701.0,2701.186946338782
735,2694.0,2708.0,2708.3981653660867
736,2715.0,2716.0,2715.889721381221
737,2725.0,2723.0,2723.4420078849366
738,2716.0,2731.0,2730.6798719569956
739,2726.0,2738.0,2737.9807122527254
740,2739.0,2745.0,2745.402952671023
741,2736.0,2753.0,2752.6299936432997
742,2762.0,2760.0,2760.2351642636618
743,2766.0,2768.0,2767.7811223755125
744,2761.0,2775.0,2775.090957822027
745,2769.0,2782.0,2782.4230651218095
746,2788.0,2790.0,2789.993926422005
747,2780.0,2797.0,2797.269014009537
748,2790.0,2805.0,2804.6058438215687
749,2806.0,2812.0,2812.1219801853044
750,2805.0,2819.0,2819.4805556545552
751,2814.0,2827.0,2826.8800833781543
752,2833.0,2835.0,2834.517156141119
753,2837.0,2842.0,2842.0937503106775
754,2849.0,2850.0,2849.7680069563467
755,2843.0,2857.0,2857.1841283903304
756,2851.0,2865.0,2864.6204295926714
757,2873.0,2872.0,2872.3525365774726
758,2881.0,2880.0,2880.1015663630533
759,2879.0,2888.0,2887.670159950617
760,2895.0,2895.0,2895.4147020160904
761,2886.0,2903.0,2902.8406833123217
762,2898.0,2910.0,2910.3649622651146
763,2921.0,2918.0,2918.203284445293
764,2926.0,2926.0,2925.99775503772
765,2927.0,2934.0,2933.6698504510723
766,2938.0,2941.0,2941.417728097892
767,2934.0,2949.0,2948.9449299903986
768,2952.0,2957.0,2956.687073153436
769,2963.0,2964.0,2964.504020620998
770,2973.0,2972.0,2972.375229218012
771,2971.0,2980.0,2980.063563986364
772,2983.0,2988.0,2987.8466025423195
773,2993.0,2996.0,2995.6839083768873
774,2986.0,3003.0,3003.2398140099517
775,3003.0,3011.0,3010.989943048111
776,3012.0,3019.0,3018.774657276665
777,3028.0,3027.0,3026.731474855278
778,3034.0,3035.0,3034.6615369174797
779,3024.0,3042.0,3042.249662081263
780,3050.0,3050.0,3050.208554259495
781,3047.0,3058.0,3057.9629905022434
782,3057.0,3066.0,3065.771052697738
783,3063.0,3074.0,3073.5532931066214
784,3065.0,3081.0,3081.231034821492
785,3073.0,3089.0,3088.92345025914
786,3084.0,3097.0,3096.689436858593
787,3103.0,3105.0,3104.685855790005
788,3098.0,3112.0,3112.4373812424815
789,3115.0,3120.0,3120.3798628021373
790,3124.0,3128.0,3128.3536882594913
791,3120.0,3136.0,3136.10224572461
792,3142.0,3144.0,3144.140029792661
793,3142.0,3152.0,3152.030563263125
794,3147.0,3160.0,3159.873710989043
795,3160.0,3168.0,3167.827502507039
796,3158.0,3176.0,3175.5951513384857
797,3179.0,3184.0,3183.631653708688
798,3182.0,3192.0,3191.57956531939
799,3196.0,3200.0,3199.6564303882433
800,3196.0,3208.0,3207.5849849531983
801,3209.0,3216.0,3215.6227695958396
802,3211.0,3223.0,3223.551840191948
803,3223.0,3232.0,3231.57023338721
804,3226.0,3239.0,3239.499616814861
805,3247.0,3248.0,3247.6955011962236
806,3249.0,3256.0,3255.7807490560785
807,3261.0,3264.0,3263.953403927761
808,3262.0,3272.0,3271.995724942236
809,3282.0,3280.0,3280.283322599762
810,3281.0,3288.0,3288.39984383454
811,3288.0,3296.0,3296.504501416319
812,3297.0,3305.0,3304.636725830699
813,3305.0,3313.0,3312.776441557154
814,3323.0,3321.0,3321.120553161389
815,3320.0,3329.0,3329.253101948956
816,3338.0,3338.0,3337.589896884579
817,3340.0,3346.0,3345.8135226951017
818,3350.0,3354.0,3354.0826295721736
819,3346.0,3362.0,3362.1207601393376
820,3369.0,3370.0,3370.4621714522596
821,3368.0,3379.0,3378.6308329770122
822,3385.0,3387.0,3386.9830580466337
823,3388.0,3395.0,3395.24105144186
824,3402.0,3404.0,3403.6224066520717
825,3394.0,3412.0,3411.692246583339
826,3408.0,3420.0,3419.88707007179
827,3417.0,3428.0,3428.1070377878655
828,3422.0,3436.0,3436.2729808330096
829,3441.0,3445.0,3444.661241876533
830,3439.0,3453.0,3452.8556999658567
831,3452.0,3461.0,3461.153754622883
832,3456.0,3469.0,3469.376936219373
833,3467.0,3478.0,3477.6638321960704
834,3470.0,3486.0,3485.8560689009814
835,3496.0,3494.0,3494.4077548253676
836,3497.0,3503.0,3502.8226027324586
837,3504.0,3511.0,3511.2200754139412
838,3509.0,3519.0,3519.5608222220517
839,3512.0,3528.0,3527.8058792362176
840,3521.0,3536.0,3536.074331866617
841,3534.0,3544.0,3544.4446983336106
842,3551.0,3553.0,3552.9947292378274
843,3547.0,3561.0,3561.3087119519305
844,3559.0,3570.0,3569.704162455259
845,3567.0,3578.0,3578.1013667608418
846,3581.0,3586.0,3586.6184596395096
847,3580.0,3595.0,3594.958559841262
848,3602.0,3603.0,3603.576568937101
849,3601.0,3612.0,3612.0164089127193
850,3608.0,3620.0,3620.437367531493
851,3627.0,3629.0,3629.076028316981
852,3633.0,3638.0,3637.6739737844073
853,3634.0,3646.0,3646.13294984087
854,3644.0,3655.0,3654.6315756522995
855,3657.0,3663.0,3663.2284954404413
856,3666.0,3672.0,3671.843823500639
857,3667.0,3680.0,3680.319613581015
858,3681.0,3689.0,3688.9133238979935
859,3686.0,3697.0,3697.4463434643935
860,3706.0,3706.0,3706.2147808467685
861,3698.0,3715.0,3714.6644263442304
862,3708.0,3723.0,3723.1530150400204
863,3719.0,3732.0,3731.6997912831876
864,3741.0,3740.0,3740.520886754645
865,3742.0,3749.0,3749.199669284156
866,3751.0,3758.0,3757.8950723582698
867,3764.0,3767.0,3766.685662666323
868,3767.0,3775.0,3775.3733302624837
869,3766.0,3784.0,3783.8801367533993
870,3786.0,3793.0,3792.62161087039
871,3793.0,3801.0,3801.3391800404743
872,3798.0,3810.0,3809.9935582519865
873,3809.0,3819.0,3818.703508734881
874,3821.0,3827.0,3827.48810406555
875,3835.0,3836.0,3836.3859339551223
876,3828.0,3845.0,3844.981925443677
877,3836.0,3853.0,3853.574526781329
878,3851.0,3862.0,3862.301642602299
879,3857.0,3871.0,3870.9845080747464
880,3867.0,3880.0,3879.702291749194
881,3881.0,3888.0,3888.5333950050735
882,3897.0,3897.0,3897.516036018292
883,3902.0,3906.0,3906.4318481665373
884,3901.0,3915.0,3915.163120633288
885,3919.0,3924.0,3924.085994280801
886,3920.0,3933.0,3932.863477815268
887,3942.0,3942.0,3941.9107469840965
888,3944.0,3951.0,3950.830921537045
889,3945.0,3960.0,3959.605416464753
890,3964.0,3969.0,3968.590290309246
891,3962.0,3977.0,3977.3695380763047
892,3981.0,3986.0,3986.3589221817074
893,3995.0,3995.0,3995.4577664956637
894,3990.0,4004.0,4004.2904479103536
895,4011.0,4013.0,4013.3718503153736
896,4023.0,4022.0,4022.522087624835
897,4019.0,4031.0,4031.4250505672762
898,4033.0,4040.0,4040.4377742924303
899,4044.0,4049.0,4049.4999717316887
900,4045.0,4058.0,4058.4139794313082
901,4060.0,4067.0,4067.457046298451
902,4061.0,4076.0,4076.3519129184497
903,4077.0,4085.0,4085.3955399706847
904,4083.0,4094.0,4094.3893108768307
905,4092.0,4103.0,4103.392734785048
906,4112.0,4113.0,4112.622408626383
907,4107.0,4121.0,4121.583334573074
908,4131.0,4131.0,4130.849545246329
909,4138.0,4140.0,4140.082940448057
910,4134.0,4149.0,4149.066936551471
911,4147.0,4158.0,4158.138886460728
912,4163.0,4167.0,4167.356967768348
913,4166.0,4176.0,4176.463457541536
914,4176.0,4186.0,4185.597290349541
915,4184.0,4195.0,4194.71868690896
916,4201.0,4204.0,4204.005040291716
917,4207.0,4213.0,4213.237858585217
918,4213.0,4222.0,4222.417552402824
919,4219.0,4231.0,4231.5445347637105
920,4224.0,4241.0,4240.599513151272
921,4234.0,4250.0,4249.681636383127
922,4258.0,4259.0,4259.066464201662
923,4259.0,4268.0,4268.297676607393
924,4276.0,4278.0,4277.691981798138
925,4277.0,4287.0,4286.932363993616
926,4283.0,4296.0,4296.118749644447
927,4302.0,4305.0,4305.507769051372
928,4310.0,4315.0,4314.880567221965
929,4322.0,4324.0,4324.3160227127955
930,4315.0,4333.0,4333.438967412163
931,4328.0,4343.0,4342.646493545081
932,4340.0,4352.0,4351.917986664138
933,4349.0,4361.0,4361.193610276187
934,4352.0,4370.0,4370.354982856428
935,4379.0,4380.0,4379.876112938589
936,4385.0,4389.0,4389.339544512349
937,4388.0,4399.0,4398.686600762377
938,4404.0,4408.0,4408.174509307581
939,4418.0,4418.0,4417.762383256249
940,4420.0,4427.0,4427.212643553484
941,4436.0,4437.0,4436.802423692864
942,4428.0,4446.0,4446.057270899667
943,4444.0,4455.0,4455.453324187482
944,4458.0,4465.0,4464.94970777414
945,4459.0,4474.0,4474.289145611634
946,4466.0,4484.0,4483.591311519879
947,4489.0,4493.0,4493.171806311081
948,4484.0,4502.0,4502.4760120555065
949,4504.0,4512.0,4511.999209952995
950,4522.0,4522.0,4521.699765939408
951,4521.0,4531.0,4531.2013984910345
952,4536.0,4541.0,4540.821254622823
953,4538.0,4550.0,4550.301881042202
954,4542.0,4560.0,4559.683943054332
955,4553.0,4569.0,4569.106263107894
956,4561.0,4579.0,4578.509241636848
957,4588.0,4588.0,4588.267429372325
958,4588.0,4598.0,4597.84516567455
959,4608.0,4608.0,4607.6382495688795
960,4611.0,4617.0,4617.3094479685415
961,4617.0,4627.0,4626.918954304328
962,4637.0,4637.0,4636.743173874819
963,4632.0,4646.0,4646.287217352344
964,4643.0,4656.0,4655.869024424965
965,4659.0,4666.0,4665.586675434682
966,4660.0,4675.0,4675.143134576291
967,4675.0,4685.0,4684.815778475
968,4675.0,4694.0,4694.307767637831
969,4701.0,4704.0,4704.1331687578495
970,4696.0,4714.0,4713.677705959953
971,4723.0,4724.0,4723.574657282432
972,4724.0,4733.0,4733.308097222229
973,4736.0,4743.0,4743.09628951507
974,4734.0,4753.0,4752.662690181273
975,4762.0,4763.0,4762.600593035687
976,4763.0,4772.0,4772.374180386532
977,4766.0,4782.0,4782.024353459591
978,4786.0,4792.0,4791.887249036302
979,4792.0,4802.0,4801.684794999881
980,4800.0,4812.0,4811.456937371867
981,4813.0,4821.0,4821.302363377784
982,4828.0,4831.0,4831.259677361088
983,4823.0,4841.0,4840.933528770652
984,4831.0,4851.0,4850.582772524255
985,4842.0,4860.0,4860.266688789233
986,4857.0,4870.0,4870.063690383117
987,4877.0,4880.0,4880.071130183903
988,4886.0,4890.0,4890.070075742351
989,4894.0,4900.0,4900.0407890906
990,4904.0,4910.0,4910.022850263693
991,4903.0,4920.0,4919.799255407317
992,4918.0,4930.0,4929.6872290235115
993,4927.0,4940.0,4939.56734979085
994,4940.0,4950.0,4949.518429599258
995,4951.0,4960.0,4959.500266173661
996,4964.0,4970.0,4969.551874684748
997,4974.0,4980.0,4979.613348492159
998,4984.0,4990.0,4989.684483052158
999,4998.0,5000.0,4999.843907174656
1000,5003.0,5010.0,5009.91328097817
