,data,precalculated,result,Diff
643,2061,2074,2074.017944,0.017943683
644,2065,2080,2080.286944,0.286943834
645,2079,2087,2086.716534,0.283465524
646,2081,2093,2093.068576,0.068576443
647,2102,2100,2099.718173,0.281827404
648,2105,2106,2106.307596,0.307595621
649,2106,2113,2112.797901,0.202099413
650,2103,2119,2119.111115,0.111114551
651,2123,2126,2125.70214,0.297859729
652,2132,2132,2132.351404,0.351403608
653,2127,2139,2138.782323,0.217676678
654,2148,2146,2145.509315,0.49068519
655,2149,2152,2152.135249,0.135248764
656,2149,2159,2158.641286,0.358713883
657,2161,2165,2165.264981,0.264981381
658,2158,2172,2171.709479,0.290520638
659,2181,2179,2178.488822,0.511178225
660,2176,2185,2185.047844,0.047843522
661,2194,2192,2191.841851,0.158148551
662,2201,2199,2198.651675,0.348325498
663,2191,2205,2205.142012,0.142012033
664,2200,2212,2211.690309,0.309691467
665,2208,2218,2218.276206,0.276206303
666,2222,2225,2225.017495,0.017494727
667,2220,2232,2231.597243,0.402756654
668,2241,2238,2238.470197,0.470197008
669,2229,2245,2244.983053,0.016946704
670,2246,2252,2251.710729,0.289270696
671,2257,2259,2258.532802,0.467197837
672,2261,2265,2265.310296,0.310295837
673,2273,2272,2272.201197,0.201196647
674,2271,2279,2278.928387,0.071613374
675,2275,2286,2285.611595,0.38840547
676,2290,2292,2292.467937,0.467936581
677,2293,2299,2299.25914,0.25913971
678,2289,2306,2305.847778,0.152222249
679,2310,2313,2312.728418,0.271581667
680,2317,2320,2319.622225,0.37777454
681,2312,2326,2326.292471,0.292470948
682,2322,2333,2333.036843,0.036843453
683,2335,2340,2339.913658,0.086341875
684,2330,2347,2346.566793,0.433206754
685,2341,2353,2353.313651,0.31365096
686,2360,2360,2360.310898,0.310898174
687,2362,2367,2367.220972,0.220972357
688,2375,2374,2374.261396,0.261396187
689,2376,2381,2381.194303,0.194302619
690,2376,2388,2388.000918,0.000918333
691,2377,2395,2394.70208,0.297919627
692,2389,2402,2401.515513,0.484486909
693,2396,2408,2408.341504,0.341504448
694,2409,2415,2415.29809,0.298089809
695,2419,2422,2422.324783,0.324783052
696,2424,2429,2429.322261,0.322260737
697,2424,2436,2436.192163,0.192162594
698,2435,2443,2443.152416,0.15241559
699,2435,2450,2449.985264,0.014735954
700,2457,2457,2457.125424,0.125423919
701,2457,2464,2464.136243,0.13624303
702,2469,2471,2471.255363,0.255362989
703,2480,2478,2478.46192,0.461920082
704,2474,2485,2485.419921,0.419920638
705,2490,2493,2492.565244,0.434756419
706,2482,2499,2499.422985,0.42298457
707,2492,2506,2506.350581,0.350580556
708,2505,2513,2513.406394,0.406394292
709,2511,2520,2520.451135,0.45113547
710,2516,2527,2527.465108,0.465107511
711,2533,2535,2534.685009,0.314991162
712,2539,2542,2541.891954,0.10804596
713,2538,2549,2548.948005,0.051995054
714,2544,2556,2555.99248,0.00751975
715,2562,2563,2563.261894,0.261894084
716,2567,2571,2570.497761,0.502239077
717,2579,2578,2577.838251,0.1617488
718,2585,2585,2585.163991,0.163990693
719,2578,2592,2592.218806,0.2188063
720,2593,2599,2599.438799,0.43879889
721,2606,2607,2606.782856,0.217144288
722,2607,2614,2614.013172,0.013171973
723,2613,2621,2621.229284,0.229284026
724,2618,2628,2628.411523,0.411522767
725,2634,2636,2635.776907,0.223093315
726,2635,2643,2643.027939,0.027938948
727,2651,2650,2650.461242,0.461241552
728,2652,2658,2657.779321,0.220678623
729,2661,2665,2665.14085,0.140849859
730,2660,2672,2672.348223,0.348222756
731,2664,2680,2679.501377,0.498622661
732,2676,2687,2686.758415,0.241584584
733,2681,2694,2693.980286,0.019714337
734,2687,2701,2701.186946,0.186946339
735,2694,2708,2708.398165,0.398165366
736,2715,2716,2715.889721,0.110278619
737,2725,2723,2723.442008,0.442007885
738,2716,2731,2730.679872,0.320128043
739,2726,2738,2737.980712,0.019287747
740,2739,2745,2745.402953,0.402952671
741,2736,2753,2752.629994,0.370006357
742,2762,2760,2760.235164,0.235164264
743,2766,2768,2767.781122,0.218877624
744,2761,2775,2775.090958,0.090957822
745,2769,2782,2782.423065,0.423065122
746,2788,2790,2789.993926,0.006073578
747,2780,2797,2797.269014,0.26901401
748,2790,2805,2804.605844,0.394156178
749,2806,2812,2812.12198,0.121980185
750,2805,2819,2819.480556,0.480555655
751,2814,2827,2826.880083,0.119916622
752,2833,2835,2834.517156,0.482843859
753,2837,2842,2842.09375,0.093750311
754,2849,2850,2849.768007,0.231993044
755,2843,2857,2857.184128,0.18412839
756,2851,2865,2864.62043,0.379570407
757,2873,2872,2872.352537,0.352536577
758,2881,2880,2880.101566,0.101566363
759,2879,2888,2887.67016,0.329840049
760,2895,2895,2895.414702,0.414702016
761,2886,2903,2902.840683,0.159316688
762,2898,2910,2910.364962,0.364962265
763,2921,2918,2918.203284,0.203284445
764,2926,2926,2925.997755,0.002244962
765,2927,2934,2933.66985,0.330149549
766,2938,2941,2941.417728,0.417728098
767,2934,2949,2948.94493,0.05507001
768,2952,2957,2956.687073,0.312926847
769,2963,2964,2964.504021,0.504020621
770,2973,2972,2972.375229,0.375229218
771,2971,2980,2980.063564,0.063563986
772,2983,2988,2987.846603,0.153397458
773,2993,2996,2995.683908,0.316091623
774,2986,3003,3003.239814,0.23981401
775,3003,3011,3010.989943,0.010056952
776,3012,3019,3018.774657,0.225342723
777,3028,3027,3026.731475,0.268525145
778,3034,3035,3034.661537,0.338463083
779,3024,3042,3042.249662,0.249662081
780,3050,3050,3050.208554,0.208554259
781,3047,3058,3057.962991,0.037009498
782,3057,3066,3065.771053,0.228947302
783,3063,3074,3073.553293,0.446706893
784,3065,3081,3081.231035,0.231034821
785,3073,3089,3088.92345,0.076549741
786,3084,3097,3096.689437,0.310563141
787,3103,3105,3104.685856,0.31414421
788,3098,3112,3112.437381,0.437381242
789,3115,3120,3120.379863,0.379862802
790,3124,3128,3128.353688,0.353688259
791,3120,3136,3136.102246,0.102245725
792,3142,3144,3144.14003,0.140029793
793,3142,3152,3152.030563,0.030563263
794,3147,3160,3159.873711,0.126289011
795,3160,3168,3167.827503,0.172497493
796,3158,3176,3175.595151,0.404848662
797,3179,3184,3183.631654,0.368346291
798,3182,3192,3191.579565,0.420434681
799,3196,3200,3199.65643,0.343569612
800,3196,3208,3207.584985,0.415015047
801,3209,3216,3215.62277,0.377230404
802,3211,3223,3223.55184,0.551840192
803,3223,3232,3231.570233,0.429766613
804,3226,3239,3239.499617,0.499616815
805,3247,3248,3247.695501,0.304498804
806,3249,3256,3255.780749,0.219250944
807,3261,3264,3263.953404,0.046596072
808,3262,3272,3271.995725,0.004275058
809,3282,3280,3280.283323,0.2833226
810,3281,3288,3288.399844,0.399843835
811,3288,3296,3296.504501,0.504501416
812,3297,3305,3304.636726,0.363274169
813,3305,3313,3312.776442,0.223558443
814,3323,3321,3321.120553,0.120553161
815,3320,3329,3329.253102,0.253101949
816,3338,3338,3337.589897,0.410103115
817,3340,3346,3345.813523,0.186477305
818,3350,3354,3354.08263,0.082629572
819,3346,3362,3362.12076,0.120760139
820,3369,3370,3370.462171,0.462171452
821,3368,3379,3378.630833,0.369167023
822,3385,3387,3386.983058,0.016941953
823,3388,3395,3395.241051,0.241051442
824,3402,3404,3403.622407,0.377593348
825,3394,3412,3411.692247,0.307753417
826,3408,3420,3419.88707,0.112929928
827,3417,3428,3428.107038,0.107037788
828,3422,3436,3436.272981,0.272980833
829,3441,3445,3444.661242,0.338758123
830,3439,3453,3452.8557,0.144300034
831,3452,3461,3461.153755,0.153754623
832,3456,3469,3469.376936,0.376936219
833,3467,3478,3477.663832,0.336167804
834,3470,3486,3485.856069,0.143931099
835,3496,3494,3494.407755,0.407754825
836,3497,3503,3502.822603,0.177397268
837,3504,3511,3511.220075,0.220075414
838,3509,3519,3519.560822,0.560822222
839,3512,3528,3527.805879,0.194120764
840,3521,3536,3536.074332,0.074331867
841,3534,3544,3544.444698,0.444698334
842,3551,3553,3552.994729,0.005270762
843,3547,3561,3561.308712,0.308711952
844,3559,3570,3569.704162,0.295837545
845,3567,3578,3578.101367,0.101366761
846,3581,3586,3586.61846,0.61845964
847,3580,3595,3594.95856,0.041440159
848,3602,3603,3603.576569,0.576568937
849,3601,3612,3612.016409,0.016408913
850,3608,3620,3620.437368,0.437367531
851,3627,3629,3629.076028,0.076028317
852,3633,3638,3637.673974,0.326026216
853,3634,3646,3646.13295,0.132949841
854,3644,3655,3654.631576,0.368424348
855,3657,3663,3663.228495,0.22849544
856,3666,3672,3671.843824,0.156176499
857,3667,3680,3680.319614,0.319613581
858,3681,3689,3688.913324,0.086676102
859,3686,3697,3697.446343,0.446343464
860,3706,3706,3706.214781,0.214780847
861,3698,3715,3714.664426,0.335573656
862,3708,3723,3723.153015,0.15301504
863,3719,3732,3731.699791,0.300208717
864,3741,3740,3740.520887,0.520886755
865,3742,3749,3749.199669,0.199669284
866,3751,3758,3757.895072,0.104927642
867,3764,3767,3766.685663,0.314337334
868,3767,3775,3775.37333,0.373330262
869,3766,3784,3783.880137,0.119863247
870,3786,3793,3792.621611,0.37838913
871,3793,3801,3801.33918,0.33918004
872,3798,3810,3809.993558,0.006441748
873,3809,3819,3818.703509,0.296491265
874,3821,3827,3827.488104,0.488104066
875,3835,3836,3836.385934,0.385933955
876,3828,3845,3844.981925,0.018074556
877,3836,3853,3853.574527,0.574526781
878,3851,3862,3862.301643,0.301642602
879,3857,3871,3870.984508,0.015491925
880,3867,3880,3879.702292,0.297708251
881,3881,3888,3888.533395,0.533395005
882,3897,3897,3897.516036,0.516036018
883,3902,3906,3906.431848,0.431848167
884,3901,3915,3915.163121,0.163120633
885,3919,3924,3924.085994,0.085994281
886,3920,3933,3932.863478,0.136522185
887,3942,3942,3941.910747,0.089253016
888,3944,3951,3950.830922,0.169078463
889,3945,3960,3959.605416,0.394583535
890,3964,3969,3968.59029,0.409709691
891,3962,3977,3977.369538,0.369538076
892,3981,3986,3986.358922,0.358922182
893,3995,3995,3995.457766,0.457766496
894,3990,4004,4004.290448,0.29044791
895,4011,4013,4013.37185,0.371850315
896,4023,4022,4022.522088,0.522087625
897,4019,4031,4031.425051,0.425050567
898,4033,4040,4040.437774,0.437774292
899,4044,4049,4049.499972,0.499971732
900,4045,4058,4058.413979,0.413979431
901,4060,4067,4067.457046,0.457046298
902,4061,4076,4076.351913,0.351912918
903,4077,4085,4085.39554,0.395539971
904,4083,4094,4094.389311,0.389310877
905,4092,4103,4103.392735,0.392734785
906,4112,4113,4112.622409,0.377591374
907,4107,4121,4121.583335,0.583334573
908,4131,4131,4130.849545,0.150454754
909,4138,4140,4140.08294,0.082940448
910,4134,4149,4149.066937,0.066936551
911,4147,4158,4158.138886,0.138886461
912,4163,4167,4167.356968,0.356967768
913,4166,4176,4176.463458,0.463457542
914,4176,4186,4185.59729,0.40270965
915,4184,4195,4194.718687,0.281313091
916,4201,4204,4204.00504,0.005040292
917,4207,4213,4213.237859,0.237858585
918,4213,4222,4222.417552,0.417552403
919,4219,4231,4231.544535,0.544534764
920,4224,4241,4240.599513,0.400486849
921,4234,4250,4249.681636,0.318363617
922,4258,4259,4259.066464,0.066464202
923,4259,4268,4268.297677,0.297676607
924,4276,4278,4277.691982,0.308018202
925,4277,4287,4286.932364,0.067636006
926,4283,4296,4296.11875,0.118749644
927,4302,4305,4305.507769,0.507769051
928,4310,4315,4314.880567,0.119432778
929,4322,4324,4324.316023,0.316022713
930,4315,4333,4333.438967,0.438967412
931,4328,4343,4342.646494,0.353506455
932,4340,4352,4351.917987,0.082013336
933,4349,4361,4361.19361,0.193610276
934,4352,4370,4370.354983,0.354982856
935,4379,4380,4379.876113,0.123887061
936,4385,4389,4389.339545,0.339544512
937,4388,4399,4398.686601,0.313399238
938,4404,4408,4408.174509,0.174509308
939,4418,4418,4417.762383,0.237616744
940,4420,4427,4427.212644,0.212643553
941,4436,4437,4436.802424,0.197576307
942,4428,4446,4446.057271,0.0572709
943,4444,4455,4455.453324,0.453324187
944,4458,4465,4464.949708,0.050292226
945,4459,4474,4474.289146,0.289145612
946,4466,4484,4483.591312,0.40868848
947,4489,4493,4493.171806,0.171806311
948,4484,4502,4502.476012,0.476012056
949,4504,4512,4511.99921,0.000790047
950,4522,4522,4521.699766,0.300234061
951,4521,4531,4531.201398,0.201398491
952,4536,4541,4540.821255,0.178745377
953,4538,4550,4550.301881,0.301881042
954,4542,4560,4559.683943,0.316056946
955,4553,4569,4569.106263,0.106263108
956,4561,4579,4578.509242,0.490758363
957,4588,4588,4588.267429,0.267429372
958,4588,4598,4597.845166,0.154834325
959,4608,4608,4607.63825,0.361750431
960,4611,4617,4617.309448,0.309447969
961,4617,4627,4626.918954,0.081045696
962,4637,4637,4636.743174,0.256826125
963,4632,4646,4646.287217,0.287217352
964,4643,4656,4655.869024,0.130975575
965,4659,4666,4665.586675,0.413324565
966,4660,4675,4675.143135,0.143134576
967,4675,4685,4684.815778,0.184221525
968,4675,4694,4694.307768,0.307767638
969,4701,4704,4704.133169,0.133168758
970,4696,4714,4713.677706,0.32229404
971,4723,4724,4723.574657,0.425342718
972,4724,4733,4733.308097,0.308097222
973,4736,4743,4743.09629,0.096289515
974,4734,4753,4752.66269,0.337309819
975,4762,4763,4762.600593,0.399406964
976,4763,4772,4772.37418,0.374180387
977,4766,4782,4782.024353,0.02435346
978,4786,4792,4791.887249,0.112750964
979,4792,4802,4801.684795,0.315205
980,4800,4812,4811.456937,0.543062628
981,4813,4821,4821.302363,0.302363378
982,4828,4831,4831.259677,0.259677361
983,4823,4841,4840.933529,0.066471229
984,4831,4851,4850.582773,0.417227476
985,4842,4860,4860.266689,0.266688789
986,4857,4870,4870.06369,0.063690383
987,4877,4880,4880.07113,0.071130184
988,4886,4890,4890.070076,0.070075742
989,4894,4900,4900.040789,0.040789091
990,4904,4910,4910.02285,0.022850264
991,4903,4920,4919.799255,0.200744593
992,4918,4930,4929.687229,0.312770976
993,4927,4940,4939.56735,0.432650209
994,4940,4950,4949.51843,0.481570401
995,4951,4960,4959.500266,0.499733826
996,4964,4970,4969.551875,0.448125315
997,4974,4980,4979.613348,0.386651508
998,4984,4990,4989.684483,0.315516948
999,4998,5000,4999.843907,0.156092825
1000,5003,5010,5009.913281,0.086719022
