index,time,accX,accY,accZ,gyroX,gyroY,gyroZ
1337,21.145,-0.046,0.016,1.076,4.333,2.563,3.23
1338,21.156,-0.032,0.023,1.073,3.662,2.258,3.66
1339,21.167,-0.037,0.029,1.099,4.395,2.808,3.35
1340,21.178,-0.049,0.024,1.081,4.456,2.38,3.05
1341,21.189,-0.036,0.018,1.07,3.967,2.869,3.05
1342,21.2,-0.056,0.026,1.077,4.578,2.441,3.41
1343,21.211,-0.061,0.016,1.078,3.784,2.441,2.8
1344,21.222,-0.025,0.031,1.074,3.479,2.502,3.41
1345,21.233,-0.042,0.009,1.096,3.906,2.869,3.35
1346,21.244,-0.056,0.021,1.09,4.333,2.93,3.72
1347,21.255,-0.031,0.028,1.083,4.456,2.747,3.66
1348,21.266,-0.044,0.029,1.086,4.7,2.869,3.05
1349,21.277,-0.04,0.029,1.072,4.272,2.625,3.47
1350,21.288,-0.038,0.029,1.081,3.906,2.686,3.23
1351,21.299,-0.039,0.019,1.09,4.15,2.808,2.8
1352,21.31,-0.044,0.006,1.09,3.906,3.113,3.35
1353,21.321,-0.043,0.035,1.066,4.822,2.625,3.05
1354,21.332,-0.041,0.025,1.08,4.211,2.747,3.6
1355,21.343,-0.048,0.021,1.065,4.456,2.686,3.54
1356,21.354,-0.05,0.013,1.075,3.906,2.441,3.23
1357,21.365,-0.046,0.016,1.087,4.028,2.319,3.17
1358,21.376,-0.038,0.013,1.104,3.54,2.38,3.47
1359,21.387,-0.029,0.033,1.074,4.028,3.113,3.54
1360,21.398,-0.043,0.037,1.084,3.906,2.563,3.23
1361,21.409,-0.044,0.027,1.075,4.333,2.319,3.35
1362,21.42,-0.041,0.033,1.056,4.15,2.869,3.47
1363,21.431,-0.046,0.023,1.077,3.784,2.625,2.99
1364,21.442,-0.052,0.016,1.094,4.333,2.319,3.41
1365,21.453,-0.042,0.018,1.082,4.578,2.808,3.35
1366,21.464,-0.042,0.016,1.064,4.089,2.625,3.54
1367,21.475,-0.069,0.011,1.066,4.028,2.197,3.29
1368,21.486,-0.028,0.014,1.065,4.15,2.625,3.11
1369,21.497,-0.036,0.022,1.093,4.578,2.319,2.99
1370,21.508,-0.046,0.021,1.095,4.15,2.441,3.29
1371,21.519,-0.057,0.015,1.09,4.272,2.502,3.29
1372,21.53,-0.051,0.019,1.072,4.028,2.014,3.35
1373,21.541,-0.044,0.021,1.066,3.54,2.563,3.05
1374,21.552,-0.047,0.022,1.072,4.333,2.625,3.35
1375,21.563,-0.032,0.008,1.09,3.967,2.502,3.35
1376,21.574,-0.045,0.021,1.091,3.845,2.563,3.29
1377,21.585,-0.053,0.017,1.096,4.15,2.808,3.29
1378,21.596,-0.041,0.019,1.081,3.601,2.441,3.23
1379,21.607,-0.047,0.021,1.072,3.906,2.502,3.05
1380,21.618,-0.051,0.029,1.076,4.395,2.686,3.54
1381,21.629,-0.047,0.028,1.071,4.15,2.686,3.35
1382,21.64,-0.053,0.015,1.092,4.15,2.502,4.21
1383,21.651,-0.038,0.019,1.077,4.578,2.869,3.29
1384,21.662,-0.048,0.022,1.084,4.272,2.014,3.17
1385,21.673,-0.048,0.019,1.066,4.578,2.502,3.72
1386,21.684,-0.044,0.011,1.073,4.089,2.441,3.17
1387,21.695,-0.038,0.02,1.078,3.967,2.808,3.6
1388,21.706,-0.038,0.022,1.077,3.784,2.563,3.66
1389,21.717,-0.066,0.016,1.094,4.028,2.441,3.35
1390,21.728,-0.039,0.02,1.102,4.211,2.686,3.17
1391,21.739,-0.036,0.023,1.075,4.028,2.502,2.62
1392,21.75,-0.062,0.015,1.072,4.15,2.258,2.99
1393,21.761,-0.042,0.009,1.064,3.845,2.258,3.35
1394,21.772,-0.056,0.015,1.088,3.967,2.625,3.23
1395,21.783,-0.04,0.037,1.082,3.845,2.625,3.29
1396,21.794,-0.041,0.029,1.092,3.845,2.808,3.35
1397,21.805,-0.036,0.016,1.08,4.272,2.747,3.17
1398,21.816,-0.059,0.02,1.094,4.333,2.563,3.29
1399,21.827,-0.033,0.014,1.082,4.089,2.93,3.84
1400,21.838,-0.037,0.018,1.067,4.517,2.869,3.41
1401,21.849,-0.048,0.018,1.087,4.272,2.747,3.35
1402,21.86,-0.04,0.014,1.086,4.15,2.197,3.41
1403,21.871,-0.052,0.008,1.072,3.845,2.075,3.05
1404,21.882,-0.046,0.019,1.082,4.089,2.197,3.41
1405,21.893,-0.038,0.028,1.066,4.578,2.991,3.72
1406,21.904,-0.057,0.028,1.073,3.845,2.625,3.11
1407,21.915,-0.047,0.034,1.099,4.7,2.747,2.93
1408,21.926,-0.057,0.014,1.087,3.845,2.441,3.23
1409,21.937,-0.052,0.022,1.077,4.333,2.075,3.54
1410,21.948,-0.043,0.009,1.09,4.333,2.869,3.41
1411,21.959,-0.05,0.013,1.074,4.333,2.808,3.35
1412,21.97,-0.056,0.008,1.074,4.333,2.686,3.35
1413,21.981,-0.048,0.01,1.082,4.395,2.747,3.72
1414,21.992,-0.044,0.015,1.075,4.211,2.625,3.23
1415,22.003,-0.046,0.024,1.09,4.272,2.502,3.54
1416,22.014,-0.052,0.009,1.073,4.028,2.625,3.23
1417,22.025,-0.058,0.008,1.071,4.15,2.441,3.11
1418,22.036,-0.033,0.006,1.083,4.395,2.869,3.6
1419,22.047,-0.069,0.008,1.078,3.784,2.319,3.41
1420,22.058,-0.044,0.019,1.092,4.211,2.258,3.29
1421,22.069,-0.037,0.015,1.092,4.395,2.686,3.05
1422,22.08,-0.049,0.013,1.07,4.15,2.319,3.47
1423,22.091,-0.034,0.028,1.063,4.333,2.93,3.23
1424,22.102,-0.037,0.031,1.077,4.456,2.563,3.11
1425,22.113,-0.059,0.017,1.066,4.272,2.502,3.78
1426,22.124,-0.041,0.022,1.087,4.395,2.686,3.41
1427,22.135,-0.056,0.018,1.08,4.395,2.502,3.17
1428,22.146,-0.051,-0.003,1.086,4.15,2.686,3.05
1429,22.157,-0.048,0.028,1.054,4.089,2.441,3.23
1430,22.168,-0.043,0.02,1.066,4.089,2.258,2.99
1431,22.179,-0.04,0.036,1.067,4.395,2.869,2.68
1432,22.19,-0.036,0.022,1.072,4.822,2.258,3.41
1433,22.201,-0.042,0.021,1.066,3.784,1.892,3.11
1434,22.212,-0.047,0.01,1.071,4.272,3.052,3.35
1435,22.223,-0.037,0.014,1.066,4.15,2.747,2.74
1436,22.234,-0.046,0.017,1.082,4.272,2.441,3.05
1437,22.245,-0.033,0.009,1.088,4.395,2.38,3.54
1438,22.256,-0.042,0.019,1.081,4.15,2.075,3.84
1439,22.267,-0.046,0.013,1.083,4.211,2.502,3.11
1440,22.278,-0.046,0.019,1.073,4.944,3.235,3.23
1441,22.289,-0.052,0.022,1.066,4.211,2.686,3.54
1442,22.3,-0.036,0.025,1.083,4.456,2.502,3.23
1443,22.311,-0.044,0.028,1.091,4.456,2.502,3.47
1444,22.322,-0.05,0.007,1.079,4.211,3.052,3.72
1445,22.333,-0.041,0.02,1.087,4.211,2.502,3.78
1446,22.344,-0.041,0.023,1.081,3.906,2.747,3.17
1447,22.355,-0.032,0.015,1.082,4.211,2.319,3.47
1448,22.366,-0.047,0.02,1.078,4.211,2.38,2.93
1449,22.377,-0.039,0.025,1.09,3.784,2.808,2.99
1450,22.388,-0.055,0.017,1.07,4.028,2.319,3.41
1451,22.399,-0.048,0.03,1.073,3.906,2.38,3.54
1452,22.41,-0.052,0.013,1.077,4.15,2.747,3.6
1453,22.421,-0.058,0.022,1.079,4.456,3.113,3.35
1454,22.432,-0.038,0.024,1.089,3.723,2.869,3.17
1455,22.443,-0.052,0.012,1.083,3.906,2.686,3.9
1456,22.454,-0.039,0.011,1.095,3.845,2.502,3.47
1457,22.465,-0.052,0.012,1.087,4.028,2.563,2.8
1458,22.476,-0.04,0.026,1.067,4.211,2.563,3.29
1459,22.487,-0.044,0.022,1.083,4.456,2.625,3.66
1460,22.498,-0.039,0.013,1.069,4.089,2.625,3.17
1461,22.509,-0.051,0.025,1.077,4.272,2.502,3.35
1462,22.52,-0.044,0.036,1.06,4.272,2.502,2.93
1463,22.531,-0.052,0.021,1.077,4.15,2.686,2.68
1464,22.542,-0.048,0.027,1.08,4.517,2.747,3.66
1465,22.553,-0.041,-0.009,1.088,4.639,2.686,3.54
1466,22.564,-0.044,0.026,1.089,4.333,2.441,3.17
1467,22.575,-0.041,0.029,1.067,3.845,2.502,3.41
1468,22.586,-0.039,0.037,1.07,4.15,2.563,3.29
1469,22.597,-0.042,0.035,1.071,3.967,2.563,3.29
1470,22.608,-0.045,0.017,1.064,3.967,2.197,3.54
1471,22.619,-0.042,0.011,1.089,4.517,2.625,3.6
1472,22.63,-0.052,0.019,1.069,4.333,2.441,3.47
1473,22.641,-0.037,0.033,1.056,4.272,2.747,3.72
1474,22.652,-0.049,0.018,1.098,4.272,2.808,3.41
1475,22.663,-0.047,0.015,1.085,3.906,2.441,3.29
1476,22.674,-0.044,0.026,1.079,4.028,2.441,2.8
1477,22.685,-0.051,0.016,1.077,4.272,2.441,3.11
1478,22.696,-0.036,0.027,1.079,4.272,2.93,3.47
1479,22.707,-0.045,0.016,1.048,4.395,2.502,3.11
1480,22.718,-0.053,0.018,1.071,4.211,2.502,3.54
1481,22.729,-0.037,0.03,1.048,3.662,2.319,3.29
1482,22.74,-0.039,0.03,1.058,3.845,2.502,2.93
1483,22.751,-0.056,0.018,1.074,4.089,2.869,3.6
1484,22.762,-0.055,0.018,1.063,4.272,2.563,3.66
1485,22.773,-0.04,0.018,1.072,4.15,2.502,3.47
1486,22.784,-0.036,0.025,1.091,4.028,2.625,3.35
1487,22.795,-0.048,0.011,1.064,4.395,2.502,3.72
1488,22.806,-0.038,0.024,1.089,4.028,2.38,3.41
1489,22.817,-0.055,0.024,1.084,4.15,2.686,3.47
1490,22.828,-0.042,0.028,1.088,4.211,2.38,3.41
1491,22.839,-0.044,0.025,1.074,3.601,2.014,3.11
1492,22.85,-0.047,0.015,1.09,3.662,2.319,3.11
1493,22.861,-0.053,0.032,1.077,4.15,2.686,3.11
1494,22.872,-0.041,0.019,1.072,4.395,2.258,3.05
1495,22.883,-0.031,0.013,1.092,3.662,2.686,3.41
1496,22.894,-0.05,0.014,1.1,4.456,2.441,3.35
1497,22.905,-0.043,0.017,1.076,4.517,2.136,4.02
1498,22.916,-0.046,0.023,1.082,4.211,2.258,3.66
1499,22.927,-0.045,0.029,1.051,4.578,2.869,3.54
1500,22.938,-0.031,0.035,1.066,3.723,2.502,3.11
1501,22.949,-0.034,0.029,1.047,3.845,2.502,3.17
1502,22.96,-0.055,0.014,1.075,4.089,2.808,3.11
1503,22.971,-0.049,0.019,1.083,4.517,2.686,3.54
1504,22.982,-0.05,0.022,1.094,4.15,2.563,3.23
1505,22.993,-0.037,0.014,1.066,4.028,2.441,3.47
1506,23.004,-0.052,0.01,1.079,4.028,2.38,3.41
1507,23.015,-0.038,0.027,1.077,4.272,2.747,3.66
1508,23.026,-0.052,0.01,1.092,4.517,2.258,3.6
1509,23.037,-0.053,0.026,1.078,4.211,2.808,2.86
1510,23.048,-0.052,0.035,1.062,4.211,2.869,3.05
1511,23.059,-0.048,0.02,1.075,4.211,2.625,3.6
1512,23.07,-0.052,0.024,1.085,4.456,2.625,3.41
1513,23.081,-0.052,0.014,1.075,3.967,2.686,3.29
1514,23.092,-0.043,0.021,1.079,4.089,3.113,3.11
1515,23.103,-0.042,0.02,1.081,4.272,2.808,3.47
1516,23.114,-0.042,0.014,1.09,3.845,2.686,3.47
1517,23.125,-0.045,0.016,1.076,4.333,2.747,3.11
1518,23.136,-0.036,0.021,1.065,4.7,2.686,3.17
1519,23.147,-0.04,0.021,1.07,3.906,2.686,3.35
1520,23.158,-0.054,0.01,1.083,3.662,2.319,2.86
1521,23.169,-0.058,0.023,1.091,4.578,2.441,3.35
1522,23.18,-0.037,0.016,1.084,3.54,2.502,3.54
1523,23.191,-0.048,0.028,1.097,4.272,2.747,3.47
1524,23.202,-0.056,0.008,1.095,4.456,2.38,3.66
1525,23.213,-0.023,0.027,1.076,3.662,2.93,3.11
1526,23.224,-0.047,0.019,1.098,4.211,2.686,3.05
1527,23.235,-0.051,0.025,1.074,4.578,2.502,3.6
1528,23.246,-0.048,0.027,1.056,4.15,2.38,3.35
1529,23.257,-0.049,0.026,1.054,4.211,2.441,3.23
1530,23.268,-0.039,0.018,1.066,3.784,2.502,3.17
1531,23.279,-0.05,0.023,1.053,4.272,2.502,3.29
1532,23.29,-0.041,0.03,1.077,4.15,3.113,2.99
1533,23.301,-0.046,0.018,1.073,4.333,2.686,3.54
1534,23.312,-0.051,0.005,1.083,4.211,2.258,3.23
1535,23.323,-0.049,0.021,1.066,3.845,2.625,3.05
1536,23.334,-0.04,0.031,1.077,4.211,2.93,3.23
1537,23.345,-0.055,0.019,1.063,4.15,2.502,3.23
1538,23.356,-0.039,0.033,1.081,4.272,2.869,3.35
1539,23.367,-0.048,0.018,1.08,4.15,2.747,3.54
1540,23.378,-0.042,0.024,1.073,4.028,2.136,3.29
1541,23.389,-0.036,0.018,1.069,4.395,2.441,3.17
1542,23.4,-0.04,0.006,1.089,3.784,2.38,3.05
1543,23.411,-0.035,0.02,1.075,4.761,2.991,3.54
1544,23.422,-0.045,0.002,1.087,4.456,2.441,3.6
1545,23.433,-0.048,0.015,1.072,4.028,2.686,3.47
1546,23.444,-0.051,0.024,1.087,4.272,2.136,3.54
1547,23.455,-0.056,0.007,1.08,3.967,2.319,3.9
1548,23.466,-0.035,0.034,1.063,4.333,2.014,3.41
1549,23.477,-0.04,0.015,1.07,4.517,2.441,3.11
1550,23.488,-0.046,0.024,1.068,4.822,2.808,3.54
1551,23.499,-0.045,0.025,1.085,4.15,2.441,2.86
1552,23.51,-0.049,0.023,1.098,4.089,2.197,3.41
1553,23.521,-0.044,0.026,1.09,4.333,2.502,3.54
1554,23.532,-0.041,0.027,1.083,3.723,2.502,3.17
1555,23.543,-0.046,0.01,1.065,4.089,2.563,3.54
1556,23.554,-0.048,0.022,1.077,4.028,2.38,3.54
1557,23.565,-0.059,0.011,1.075,3.967,2.258,3.11
1558,23.576,-0.051,0.018,1.07,4.639,2.38,3.11
1559,23.587,-0.054,0.033,1.064,4.028,2.441,3.41
1560,23.598,-0.032,0.019,1.063,4.395,2.808,3.6
1561,23.609,-0.041,0.018,1.065,4.333,2.747,3.47
1562,23.62,-0.045,0.035,1.069,3.723,2.319,3.05
1563,23.631,-0.054,0.008,1.078,3.967,2.136,3.47
1564,23.642,-0.049,0.021,1.074,4.272,2.808,3.47
1565,23.653,-0.043,0.018,1.088,4.333,2.869,3.29
1566,23.664,-0.044,0.033,1.077,3.906,2.319,3.23
1567,23.675,-0.043,0.007,1.073,4.761,2.747,3.47
1568,23.686,-0.038,0.024,1.082,3.784,2.38,3.11
1569,23.697,-0.047,0.015,1.069,4.333,2.686,3.23
1570,23.708,-0.044,0.024,1.085,3.906,2.625,3.23
1571,23.719,-0.052,0.018,1.089,4.15,2.563,3.35
1572,23.73,-0.054,0.025,1.072,3.784,2.441,3.41
1573,23.741,-0.043,0.021,1.074,3.906,2.93,3.23
1574,23.752,-0.039,0.022,1.065,4.028,2.625,3.11
1575,23.763,-0.049,0.012,1.08,3.784,2.747,3.6
1576,23.774,-0.043,0.012,1.093,4.089,2.441,3.41
1577,23.785,-0.046,0.022,1.082,3.723,2.136,3.54
1578,23.796,-0.05,0.016,1.073,4.211,2.441,2.86
1579,23.807,-0.06,0.017,1.07,4.272,2.502,3.54
1580,23.818,-0.046,0.02,1.07,4.395,2.197,3.35
1581,23.829,-0.048,0.009,1.076,4.028,2.502,3.23
1582,23.84,-0.043,0.027,1.084,4.517,2.686,3.6
1583,23.851,-0.047,0.02,1.085,3.906,2.808,3.78
1584,23.862,-0.046,0.008,1.091,4.456,2.869,3.41
1585,23.873,-0.041,0.02,1.1,4.333,2.747,3.6
1586,23.884,-0.029,0.028,1.078,3.662,2.502,3.47
1587,23.895,-0.047,0.013,1.083,4.15,2.197,3.41
1588,23.906,-0.045,0.022,1.084,3.54,2.014,3.17
1589,23.917,-0.045,0.024,1.055,4.395,2.38,3.66
1590,23.928,-0.042,0.019,1.065,4.15,2.625,3.54
1591,23.939,-0.043,0.031,1.072,3.906,2.869,3.17
1592,23.95,-0.034,0.009,1.073,4.272,2.075,3.35
1593,23.961,-0.041,0.014,1.076,4.333,2.869,3.35
1594,23.972,-0.058,0.025,1.092,4.333,2.93,3.47
1595,23.983,-0.051,0.013,1.088,4.089,2.502,3.11
1596,23.994,-0.035,0.011,1.078,4.333,2.991,3.29
1597,24.005,-0.034,0.007,1.076,4.028,2.563,3.17
1598,24.016,-0.042,0.023,1.052,4.211,2.441,3.78
1599,24.027,-0.059,0.015,1.08,3.845,2.441,3.29
1600,24.038,-0.063,0.037,1.079,4.089,2.747,3.11
1601,24.049,-0.041,0.028,1.071,4.15,2.747,3.6
1602,24.06,-0.053,0.017,1.076,4.028,2.869,3.41
1603,24.071,-0.044,0.021,1.078,3.967,2.319,3.11
1604,24.082,-0.041,0.013,1.088,4.456,2.625,3.47
1605,24.093,-0.049,0.008,1.076,4.333,2.686,3.11
1606,24.104,-0.031,0.015,1.087,4.089,2.563,3.35
1607,24.115,-0.044,0.003,1.079,4.395,3.052,3.47
1608,24.126,-0.038,0.014,1.086,4.578,2.625,3.35
1609,24.137,-0.045,0.017,1.07,4.333,2.686,3.47
1610,24.148,-0.046,0.031,1.078,4.272,2.319,3.29
1611,24.159,-0.038,0.024,1.087,4.089,2.197,3.35
1612,24.17,-0.042,0.018,1.064,4.822,2.686,3.66
1613,24.181,-0.055,0.023,1.09,4.15,2.563,3.66
1614,24.192,-0.038,0.022,1.078,4.578,2.869,3.54
1615,24.203,-0.042,0.027,1.062,3.906,2.686,3.23
1616,24.214,-0.046,0.021,1.087,3.784,1.953,3.72
1617,24.225,-0.032,0.029,1.077,4.028,2.93,3.78
1618,24.236,-0.034,0.035,1.076,4.089,2.686,2.86
1619,24.247,-0.057,0.026,1.071,3.906,2.319,3.78
1620,24.258,-0.044,0.03,1.081,4.333,3.174,3.17
1621,24.269,-0.04,0.02,1.082,3.662,2.686,3.35
1622,24.28,-0.041,0.013,1.07,4.028,2.014,3.9
1623,24.291,-0.034,0.01,1.092,3.662,2.563,3.17
1624,24.302,-0.036,0.02,1.091,3.967,2.502,3.47
1625,24.313,-0.047,0.02,1.087,4.272,2.563,3.11
1626,24.324,-0.038,0.025,1.093,4.15,2.502,3.41
1627,24.335,-0.047,0.024,1.07,4.639,2.747,3.29
1628,24.346,-0.033,0.019,1.079,3.967,2.502,3.17
1629,24.357,-0.045,0.029,1.065,4.456,2.808,3.54
1630,24.368,-0.044,0.017,1.073,3.845,2.502,3.29
1631,24.379,-0.037,0.026,1.066,3.845,2.441,3.66
1632,24.39,-0.055,0.001,1.091,3.967,2.258,3.23
1633,24.401,-0.044,0.016,1.098,3.967,2.563,3.05
1634,24.412,-0.05,0.017,1.099,4.15,2.686,3.72
1635,24.423,-0.054,0.012,1.08,3.967,2.441,3.17
1636,24.434,-0.045,0.019,1.076,4.761,2.319,3.6
1637,24.445,-0.045,0.016,1.077,4.15,2.625,3.35
1638,24.456,-0.033,0.011,1.076,4.456,2.502,3.29
1639,24.467,-0.052,0.026,1.065,4.456,2.441,3.17
1640,24.478,-0.053,0.009,1.064,4.211,2.136,3.35
1641,24.489,-0.062,0.032,1.082,4.395,2.747,3.41
1642,24.5,-0.055,0.012,1.088,4.089,2.625,3.41
1643,24.511,-0.057,0.018,1.06,3.845,2.625,3.29
1644,24.522,-0.041,0.011,1.092,4.578,2.197,3.54
1645,24.533,-0.053,0.013,1.078,4.089,2.808,3.47
1646,24.544,-0.038,0.023,1.065,4.944,2.563,3.78
1647,24.555,-0.052,0.014,1.092,4.089,2.563,3.54
1648,24.566,-0.054,0.026,1.084,3.967,2.563,3.29
1649,24.577,-0.027,0.013,1.065,4.272,3.174,3.41
1650,24.588,-0.046,0.022,1.071,4.272,2.441,3.17
1651,24.599,-0.046,0.019,1.08,4.333,2.686,3.35
1652,24.61,-0.042,0.016,1.079,4.272,2.502,3.72
1653,24.621,-0.033,0.027,1.07,4.517,2.93,3.41
1654,24.632,-0.048,0.023,1.094,4.15,2.502,3.6
1655,24.643,-0.046,0.016,1.083,4.028,2.625,3.9
1656,24.654,-0.04,0.019,1.066,4.456,2.319,3.41
1657,24.665,-0.038,0.019,1.078,4.395,2.808,3.47
1658,24.676,-0.042,0.022,1.066,3.967,2.563,3.54
1659,24.687,-0.055,0.045,1.06,4.089,2.747,3.54
1660,24.698,-0.055,0.015,1.073,4.15,2.686,3.17
1661,24.709,-0.049,0.008,1.082,3.906,2.563,2.93
1662,24.72,-0.037,0.022,1.064,4.333,2.319,2.99
1663,24.731,-0.037,0.01,1.083,4.395,2.747,3.54
1664,24.742,-0.039,0.007,1.102,4.089,2.563,3.35
1665,24.753,-0.054,0.016,1.088,3.601,2.625,3.54
1666,24.764,-0.046,0.028,1.098,4.7,2.319,3.23
1667,24.775,-0.029,0.031,1.075,4.333,3.052,3.35
1668,24.786,-0.039,0.03,1.061,4.578,2.625,3.47
1669,24.797,-0.044,0.011,1.056,4.028,2.014,3.41
1670,24.808,-0.055,0.029,1.084,4.15,3.052,3.6
1671,24.819,-0.05,0.028,1.063,4.639,2.197,3.54
1672,24.83,-0.044,0.032,1.076,4.211,2.747,3.11
1673,24.841,-0.039,0.02,1.075,3.845,2.563,3.05
1674,24.852,-0.048,0.0,1.085,4.395,2.502,3.41
1675,24.863,-0.053,0.02,1.075,3.906,2.441,3.47
1676,24.874,-0.045,0.017,1.065,3.906,2.38,3.54
1677,24.885,-0.057,0.01,1.06,4.211,2.747,3.23
1678,24.896,-0.044,0.018,1.061,3.967,2.991,3.05
1679,24.907,-0.048,0.004,1.056,4.456,2.197,3.47
1680,24.918,-0.051,0.009,1.062,4.333,2.441,3.54
1681,24.929,-0.051,0.022,1.068,4.15,2.38,3.29
1682,24.94,-0.042,0.021,1.077,4.639,2.686,3.54
1683,24.951,-0.043,0.014,1.09,4.028,2.625,3.11
1684,24.962,-0.048,0.029,1.09,3.967,2.38,3.11
1685,24.973,-0.047,0.021,1.084,4.333,2.747,3.41
1686,24.984,-0.05,0.028,1.062,4.578,2.747,3.41
1687,24.995,-0.04,0.01,1.069,4.395,2.625,3.47
1688,25.006,-0.042,0.028,1.084,4.211,2.441,3.11
1689,25.017,-0.055,0.005,1.067,4.211,3.113,3.35
1690,25.028,-0.044,0.027,1.076,4.089,2.563,3.41
1691,25.039,-0.053,0.036,1.072,4.15,2.563,3.29
1692,25.05,-0.042,0.024,1.081,3.967,2.014,3.11
1693,25.061,-0.045,0.016,1.093,4.517,2.808,4.02
1694,25.072,-0.051,0.02,1.073,4.578,2.93,3.17
1695,25.083,-0.032,0.011,1.085,4.15,2.258,2.99
1696,25.094,-0.042,0.025,1.089,4.028,2.625,3.54
1697,25.105,-0.039,0.009,1.092,3.784,2.38,3.29
1698,25.116,-0.042,0.029,1.078,4.395,2.747,3.29
1699,25.127,-0.039,0.012,1.071,4.272,2.747,2.93
1700,25.138,-0.045,0.02,1.083,3.967,2.38,3.84
1701,25.149,-0.052,0.005,1.087,4.211,2.502,2.99
1702,25.16,-0.032,0.018,1.105,4.517,2.625,3.05
1703,25.171,-0.037,0.016,1.089,4.211,2.563,3.41
1704,25.182,-0.064,0.012,1.085,4.333,2.563,3.66
1705,25.193,-0.036,0.017,1.083,3.662,2.197,3.41
1706,25.204,-0.052,0.014,1.066,3.601,2.563,3.05
1707,25.215,-0.047,0.022,1.08,4.028,2.441,3.78
1708,25.226,-0.051,0.018,1.088,4.15,2.686,3.29
1709,25.237,-0.048,0.017,1.066,4.089,2.441,3.41
1710,25.248,-0.042,0.014,1.084,4.028,2.441,3.72
1711,25.259,-0.043,0.021,1.065,3.784,2.38,3.35
1712,25.27,-0.048,0.023,1.084,4.272,2.686,3.41
1713,25.281,-0.045,0.022,1.087,3.906,2.625,3.6
1714,25.292,-0.035,0.009,1.08,4.272,2.319,3.41
1715,25.303,-0.043,0.032,1.093,3.723,2.319,3.05
1716,25.314,-0.038,0.023,1.066,4.272,2.38,3.05
1717,25.325,-0.041,0.015,1.083,4.333,2.258,3.05
1718,25.336,-0.043,0.026,1.055,3.723,2.869,3.47
1719,25.347,-0.048,0.018,1.073,4.272,2.563,3.47
1720,25.358,-0.034,0.026,1.087,4.272,2.808,3.29
1721,25.369,-0.053,0.035,1.077,3.967,2.686,3.05
1722,25.38,-0.034,0.023,1.082,4.578,2.441,3.72
1723,25.391,-0.037,0.012,1.077,4.639,2.686,3.41
1724,25.402,-0.056,0.034,1.067,3.906,2.441,3.17
1725,25.413,-0.045,0.02,1.076,4.639,2.502,3.41
1726,25.424,-0.044,0.017,1.096,4.395,2.686,3.96
1727,25.435,-0.038,0.026,1.072,3.845,2.625,2.99
1728,25.446,-0.049,0.025,1.079,4.395,3.052,3.11
1729,25.457,-0.05,0.016,1.073,4.15,2.563,3.05
1730,25.468,-0.049,0.021,1.086,4.15,2.747,3.6
1731,25.479,-0.046,0.018,1.092,3.967,2.93,3.23
1732,25.49,-0.038,0.031,1.085,4.028,2.258,3.6
1733,25.501,-0.05,0.018,1.103,4.395,2.319,3.11
1734,25.512,-0.041,0.018,1.085,4.15,2.869,3.47
1735,25.523,-0.043,0.029,1.07,4.089,2.319,3.11
1736,25.534,-0.037,0.034,1.076,4.517,2.319,3.35
1737,25.545,-0.053,0.022,1.054,4.089,2.258,3.23
1738,25.556,-0.06,0.022,1.064,4.333,2.563,3.72
1739,25.567,-0.052,0.024,1.083,4.211,2.869,3.17
1740,25.578,-0.051,0.014,1.069,4.333,2.563,2.74
1741,25.589,-0.042,0.013,1.066,4.089,2.38,3.17
1742,25.6,-0.051,0.022,1.083,3.54,2.869,3.54
1743,25.611,-0.037,0.025,1.071,3.967,2.869,3.78
1744,25.622,-0.057,0.008,1.09,4.456,2.502,2.8
1745,25.633,-0.053,0.004,1.104,3.906,2.441,3.29
1746,25.644,-0.063,0.019,1.083,4.211,2.258,3.11
1747,25.655,-0.03,0.021,1.072,4.639,2.686,3.66
1748,25.666,-0.033,0.029,1.087,4.028,2.808,3.41
1749,25.677,-0.041,0.018,1.063,4.028,2.869,3.29
1750,25.688,-0.036,0.025,1.073,4.089,2.93,3.6
1751,25.699,-0.04,0.005,1.096,3.662,1.953,3.84
1752,25.71,-0.036,0.013,1.072,4.272,2.197,3.6
1753,25.721,-0.043,0.024,1.09,4.333,2.563,3.54
1754,25.732,-0.046,0.021,1.082,4.395,2.625,3.29
1755,25.743,-0.044,0.022,1.052,3.906,2.93,3.47
1756,25.754,-0.032,0.019,1.077,4.089,2.808,3.54
1757,25.765,-0.054,0.011,1.071,3.723,2.686,3.54
1758,25.776,-0.051,0.015,1.07,4.395,2.747,3.23
1759,25.787,-0.037,0.026,1.071,3.845,2.686,3.29
1760,25.798,-0.046,0.015,1.077,4.211,2.808,3.23
1761,25.809,-0.049,0.022,1.083,3.967,3.235,3.35
1762,25.82,-0.045,0.014,1.086,4.15,2.869,3.47
1763,25.831,-0.047,0.021,1.103,4.395,2.502,3.11
1764,25.842,-0.046,0.031,1.081,4.517,2.38,3.23
1765,25.853,-0.065,0.014,1.052,4.272,2.93,2.93
1766,25.864,-0.042,0.034,1.06,4.211,2.686,3.78
1767,25.875,-0.045,0.023,1.06,4.517,2.625,2.8
1768,25.886,-0.051,0.023,1.067,3.601,2.563,3.47
1769,25.897,-0.038,0.02,1.088,4.211,2.319,3.11
1770,25.908,-0.05,0.014,1.079,4.211,2.625,3.11
1771,25.919,-0.038,0.019,1.065,4.028,2.258,2.68
1772,25.93,-0.051,0.019,1.08,4.211,2.808,3.23
